Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
string,time,discrete,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
meta title=True,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
"Spreading misinformation is the oldest trick that Indian media has been following for years. They still think they can get away with it. 
 #IndianJokerMedia https://t.co/UZoNEIXghw",2020-10-23 11:19:55,en,,3.0,21.0,,Maryam,Pakistan Zindabad!,2535.0,97.0,89.0,83.0,0.0,False,,,@mi1130__
"#IndianJokerMedia
Rising tide of fake news and misinformation pumped through mainstream indian media has become a major source 'Joy &amp; Happiness' via social media memes. https://t.co/GyPctLWnnA",2020-10-23 11:19:18,en,,2.0,5.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
"#IndianJokerMedia
“Needless to say that Indian media continues to hit new lows,” he said, when asked to respond over the series of fake news flashed as breaking news across the Indian media about a “civil war in Pakistan”.
@TeamBhatti
@ThePakWarriors
@AliIrfan_4
@Arifsawabi https://t.co/cgvAMu6MZ5",2020-10-23 11:19:11,en,,0.0,1.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"#IndianJokerMedia
The Indian media tried hard to appease its own consumers and to create a diversion from its human rights abuses in occupied Kashmir.
@Im_NJA https://t.co/qPjvsnGMX9",2020-10-23 11:19:09,en,PK,2.0,4.0,,NåJééb Ahméd🖤🇹🇷🇵🇰,"#WeAreEnglandCricket 🇬🇧💯🖤
Admin @TheTeamPatriot 🇵🇰⚔️
#HospitalityManagmentStudent🎓👔👕🕶✍ #Pithmian✌🏻
#Libra ⚖ 
Live your Life as you'll die tomarrow!!",15317.0,4534.0,1231.0,938.0,1.0,False,,,@Im_NJA
"Tribune Fact Check: Indian media manufactures 'Karachi civil war'

The viral footage and fake news stories another attempt by Indian media to spread disinformation

#IndianJokerMedia
@TeamOfPatriot https://t.co/x2xT4XVKag",2020-10-23 11:19:09,en,,1.0,4.0,,saima,"‏‏‏‏ہمارے تعارف کے لیے اتنا کافی ہے شکیب۔۔۔۔


وہ رستہ چھوڑ دیتے ہیں جو رستہ عام ہو جاۓ",19065.0,16550.0,1175.0,1057.0,1.0,False,,,@Saima87s
"#IndianJokerMedia

Indian media’s fake “civil war” in Pakistan, falls flat on face https://t.co/kNFU9E8PhY",2020-10-23 11:19:00,en,,3.0,8.0,,Hina (Pakistan Zindabad),"❤Alhamdulillah for Everything❤

@TeamPakWarrior",55077.0,6593.0,3311.0,2671.0,2.0,False,,,@hina_hp
"Fool Indian media is trying to hide their sins by spreading disinformation. 

 #IndianJokerMedia https://t.co/5jLUbqqlqN",2020-10-23 11:18:54,en,,0.0,2.0,,Maryam,Pakistan Zindabad!,2535.0,97.0,89.0,83.0,0.0,False,,,@mi1130__
"Hahaha 
Dhyyan se dekhain is admi ko this one is the best wallah 
Whenever i am lil sad i just on an Indian news channel 😂😂😂

#IndianJokerMedia",2020-10-23 11:18:52,en,,1.0,6.0,,Ali...!!,"They watch, They Hate & then they copy
🙂",64394.0,51628.0,930.0,4208.0,8.0,False,,,@alimardani786
"Stupid Indian media think they can fool the world by spreading lies. 

 #IndianJokerMedia https://t.co/j87Mb9OlFL",2020-10-23 11:18:33,en,,0.0,4.0,,Maryam,Pakistan Zindabad!,2535.0,97.0,89.0,83.0,0.0,False,,,@mi1130__
Similarly Indian media also try to show Modi is so great but everyone knows what typo is he.and do chatukarita of Modi but never question the govt. rather they question the opposition. how amazing is Indian media and so called biggest democratic country!,2020-10-23 11:18:32,en,,0.0,0.0,@ankitk_2554,AnkitK/अंकित ख./‎‏انکت ک/ অঙ্কিত খ.🇳🇵🇯🇵,जय नेपाल/জয় নেপাল 🇳🇵#Secular 🕉☪️✝️☸️धर्म र जातको नाममा लड्ने जति मुर्ख मान्छे अरु कोई हुँदैन ! घृणा भन्दा माया फैलाऔॅं ! 📍लुम्बिनी राज्य-बागमती राज्य,1274.0,13687.0,266.0,292.0,0.0,False,,,@ankitk_2554
The work of North Korean Media and Indian Media looks same.North korean media try to show that Kim Jong Un is great. He is very good typo person and blah blah !,2020-10-23 11:18:32,en,,0.0,0.0,,AnkitK/अंकित ख./‎‏انکت ک/ অঙ্কিত খ.🇳🇵🇯🇵,जय नेपाल/জয় নেপাল 🇳🇵#Secular 🕉☪️✝️☸️धर्म र जातको नाममा लड्ने जति मुर्ख मान्छे अरु कोई हुँदैन ! घृणा भन्दा माया फैलाऔॅं ! 📍लुम्बिनी राज्य-बागमती राज्य,1274.0,13687.0,266.0,292.0,0.0,False,,,@ankitk_2554
"#IndianJokerMedia
 Indian media manufactured an entire civil war complete with pitched gun battles between rival forces, bombings and an imaginary area in Karachi called, quite ridiculously.
@maryam_barira 
@SaraikyChokra 
@Im_NJA https://t.co/JvqmiNh0On",2020-10-23 11:18:27,en,,0.0,3.0,,🖤,InSaNe 👻,1705.0,579.0,116.0,109.0,0.0,False,,,@maryam_barira
"#IndianJokerMedia
The arrest of Cap. Safdar on charges of  sloganeering at Quaid’s Mausoleum and leave applications by senior police officers was exploited by the top indian media, who portrayed an administrative issue as a “civil war” and reported casualtiesand armed clashes. https://t.co/rS0bGhDKxn",2020-10-23 11:18:23,en,,0.0,3.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
@Shree73206521 @BangtanINDIA @BTS_twt It will be aired on Indian news channel NDTV,2020-10-23 11:18:15,en,,0.0,0.0,@Shree73206521,Rajshree,hlo,158.0,133.0,30.0,2.0,0.0,False,,,@Rajshre82363475
"#IndianJokerMedia
“Rather than reporting on humanitarian crisis in IIOJK, the Indian media chooses to spread fake and sensational news about Pakistan to detract from core issues,” he said.
@Im_NJA https://t.co/OLuBaAXYlF",2020-10-23 11:18:02,en,PK,2.0,5.0,,NåJééb Ahméd🖤🇹🇷🇵🇰,"#WeAreEnglandCricket 🇬🇧💯🖤
Admin @TheTeamPatriot 🇵🇰⚔️
#HospitalityManagmentStudent🎓👔👕🕶✍ #Pithmian✌🏻
#Libra ⚖ 
Live your Life as you'll die tomarrow!!",15317.0,4534.0,1231.0,938.0,1.0,False,,,@Im_NJA
"#IndianJokerMedia
Indian fake Channels Viral footage and news stories were widely shared by the Indian media purportedly showing a civil war like situation in Karachi between the army and Sindh’s police force",2020-10-23 11:17:38,en,,11.0,11.0,,Sohail Ahmed,https://t.co/kfqW3VDjR7,66180.0,12759.0,18035.0,17454.0,1.0,False,,,@Sohail2nice
"All Indian media knows, is to spread lies.

 #IndianJokerMedia https://t.co/mb8MfkI2PL",2020-10-23 11:17:31,en,,0.0,4.0,,Maryam,Pakistan Zindabad!,2535.0,97.0,89.0,83.0,0.0,False,,,@mi1130__
"Indian media is world famous lier media
#IndianJokerMedia https://t.co/7p11hXIwJw",2020-10-23 11:17:24,en,,0.0,1.0,,Shahzad Cheema,"Director International Human Rights Monitoring.
General Secretary PTI district Gujranwala (IWW)
Chairman Punjab HR Commision. PTI@PP53",1440.0,402.0,510.0,113.0,0.0,False,,,@PakPatrioteer
yaaayyyyyy BTS will do Interview On An INDIAN News channel NDTV on 30 October🥳🥳🥳🥳🥳🥳 Finally BTS You recognize your Indian BTS  ARMYs 😭😭😭 I thought forget that there is country in the world like India BTW I am soo Excited RN💜💜💜💜 Purple You All BTS @BTS_twt @ndtv https://t.co/tV0x6qSGMI,2020-10-23 11:17:11,en,,0.0,0.0,,Ananya Bharati,,46.0,289.0,21.0,0.0,0.0,False,,,@AnanyaBharati4
"#IndianJokerMedia

The viral footage and fake news stories another attempt by Indian media to spread disinformation https://t.co/6awuQPFEds",2020-10-23 11:17:00,en,,1.0,8.0,,Hina (Pakistan Zindabad),"❤Alhamdulillah for Everything❤

@TeamPakWarrior",55077.0,6593.0,3311.0,2671.0,2.0,False,,,@hina_hp
"Is there anything more ridiculous than Indian media outlets? The so-called invention of an ""imaginary"" civil war cracks me up. 😂😂😂😂

Mass hysteria as Indian media relentlessly covers imaginary war in Pakistan @TRTWorld https://t.co/SmwAHDEQxs",2020-10-23 11:16:46,en,,4.0,0.0,,Affiya,Muslim | British-Pakistani 🇵🇰 | Interested in political affairs | Question everything | #FreePalestine 🇵🇸 | #MUFC | #UFC | 👸🏽,35948.0,33507.0,272.0,1730.0,22.0,False,,,@iamaffiya
"#IndianJokerMedia
“Needless to say that Indian media continues to hit new lows,” he said, when asked to respond over the series of fake news flashed as breaking news across the Indian media about a “civil war in Pakistan”.
@Im_NJA https://t.co/CXzX3KfVnX",2020-10-23 11:16:36,en,PK,3.0,4.0,,NåJééb Ahméd🖤🇹🇷🇵🇰,"#WeAreEnglandCricket 🇬🇧💯🖤
Admin @TheTeamPatriot 🇵🇰⚔️
#HospitalityManagmentStudent🎓👔👕🕶✍ #Pithmian✌🏻
#Libra ⚖ 
Live your Life as you'll die tomarrow!!",15317.0,4534.0,1231.0,938.0,1.0,False,,,@Im_NJA
"#IndianJokerMedia
Indian Media as usual ditches professionalism to dip at to its lowest. https://t.co/r4l1J75HlD",2020-10-23 11:16:29,en,,2.0,2.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
YASSSS THEM SPEAKING IN THEIR OWN LANGUAGE ON INDIAN NEWS CHANNEL PROUDLY!!!! 😭❤️ https://t.co/AF9iHm29NL,2020-10-23 11:15:54,en,,0.0,0.0,,ᴮᴱdee⁷,"in this bangtan sonyeondan shit forever 💜

#fanaccount",76259.0,26298.0,161.0,1289.0,3.0,False,,,@ot7ssi
"#IndianJokerMedia

The Indian media tried hard to appease its own consumers and to create a diversion from its human rights abuses in occup",2020-10-23 11:15:42,en,,0.0,2.0,,Shaoib Albaloch,pakistan zindabad,950.0,724.0,36.0,37.0,0.0,False,,,@AlbalochShaoib
"Spreading misinformation is the oldest trick that Indian media has been following for years. They still think they can get away with it. 

 #IndianJokerMedia",2020-10-23 11:15:24,en,,0.0,1.0,,Fatima Naqvi,"🎤🎶📷🎨🖌️🗿💄♌
I Follow 🔙",236.0,9.0,59.0,42.0,0.0,False,,,@fatimanaqvi1218
"#IndianJokerMedia
The Pakistani Twitter community had a field day mocking and ridiculing Indian media after it was discovered that even established media outlets across the border had been peddling fake news about an imaginary civil war in Karachi.
@maryam_barira 
@SaraikyChokra https://t.co/keQ9WnpIQR",2020-10-23 11:15:21,en,,1.0,22.0,,🖤,InSaNe 👻,1705.0,579.0,116.0,109.0,0.0,False,,,@maryam_barira
"#IndianJokerMedia
In an abortive attempt to create diversion from Modi’s human rights abuses in Kashmir, the indian media went berserk by propagating fake news about a “civil war” like situation in Karachi, triggering a hilarious response from the twitterati in Pakistan. https://t.co/tkdtlhm7Ms",2020-10-23 11:15:19,en,,1.0,9.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
"How many more jokes are we going to hear from Indian media? 

 #IndianJokerMedia",2020-10-23 11:15:10,en,,0.0,0.0,,Fatima Naqvi,"🎤🎶📷🎨🖌️🗿💄♌
I Follow 🔙",236.0,9.0,59.0,42.0,0.0,False,,,@fatimanaqvi1218
"#IndianJokerMedia 
Minister for Human Rights Dr Shireen Mazari said the Indian media was in “hyper drive with fake news on Pakistan” and regretted that it was “unfortunate that Twitter is [deliberately ignoring it].”
@TeamPakWarrior 
@I_RindB 
@PK_Cheeti",2020-10-23 11:15:02,en,,0.0,1.0,,Imran Khan,,2094.0,2085.0,508.0,186.0,1.0,False,,,@mrimrankhan1982
"Indian media surprisingly notorious in spreading fake information and spreading propaganda with some elements to malign other countries.
#IndianJokerMedia",2020-10-23 11:14:48,en,,0.0,0.0,,Shahzad Cheema,"Director International Human Rights Monitoring.
General Secretary PTI district Gujranwala (IWW)
Chairman Punjab HR Commision. PTI@PP53",1440.0,402.0,510.0,113.0,0.0,False,,,@PakPatrioteer
"#IndianJokerMedia
Indian Media ditches professionalism to dip at to its lowest 
#FakeNews CNN18News
The news reports were part of a persistent barrage of fake news from Indian mainstream media and its RAW controlled assets on social media over the past few months.
@Arifsawabi https://t.co/meItgW3PKN",2020-10-23 11:14:44,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
@BBCWorld wonder indian media is taken seriously...they r nothing but a trash,2020-10-23 11:14:42,en,,0.0,0.0,@BBCWorld,Nہb|£ oF dA 0uTl@w$,"I am here to disappoint u, Unapologetically #Muslim #Pashtun #Upper lip #Pakistani #Gym #Kungfu #Incredibly Blessed. #Insafian. #FreeKashmir, #FreePalestine",25688.0,29232.0,603.0,360.0,3.0,False,,,@notorious_khan
"#IndianJokerMedia 

This is how indian media works https://t.co/E5ARP9iY2y",2020-10-23 11:14:34,en,,3.0,2.0,,Shaista_Faisal,"‏‏Muslim, Pakistan
پاکستان حضرت صالح علیہ السلام کی اونٹنی کی مانند ھے جو اس کی لیے برا سوچے گا بھی وہ برباد ھو جاے گا ۔ تاریخ گواہ ھے۔
DM means BLOCK",12490.0,5221.0,2280.0,15279.0,11.0,False,,,@ShaistaFaisal_
"#IndianJokerMedia
indian media's fake news factories are greater part of 5th generation war against pakistan. https://t.co/VG3QtUadSq",2020-10-23 11:14:32,en,,1.0,8.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
"#IndianJokerMedia

One Pakistani user took the Indian media's fantasies a bit further, saying ""Captain America"" had also been seen fighting on the streets of Karachi. https://t.co/TM7RdW1FQK",2020-10-23 11:14:00,en,,3.0,9.0,,Hina (Pakistan Zindabad),"❤Alhamdulillah for Everything❤

@TeamPakWarrior",55077.0,6593.0,3311.0,2671.0,2.0,False,,,@hina_hp
"#IndianJokerMedia 
Indian media always resort to lies, then it always fails. Inshallah, India always lies against our country. A living example of this is that the people inside India call Indian media as dock media.
@ThePakWarriors 
@TeamBhatti 
@Arifsawabi 
@AliIrfan_4 https://t.co/7ri8r7QRYS",2020-10-23 11:13:39,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"Indian media manufactured an entire civil war complete with pitched gun battles between rival forces, bombings and an imaginary area in Karachi called, 
 #IndianJokerMedia",2020-10-23 11:13:33,en,,1.0,3.0,,🌸 αηηα 🌸,"#Muslim ❤️ #Kashmiri 
Life has got all those twists and turns. You've got to hold on tight and off you go #LOVE PAK ARMY 🇵🇰",2572.0,201.0,252.0,242.0,0.0,False,,,@Z_07__
Spreading miss information is the oldest trick that #Indian media has been following for years. Not just the social media but national news channels were also propagating the agenda. #Karachicivilwar #IndianMedia #IndianJokerMedia #Indians #Trump #mediawatch #BREAKING #Modi https://t.co/YOeppH7pM2,2020-10-23 11:13:32,en,,1.0,2.0,,Fariha khan,,603.0,199.0,5001.0,3826.0,1.0,False,,,@PakistanSide
"#IndianJokerMedia
Both Indian media and army two sides of a coin,lack professionalism and keep barking and often bite itself",2020-10-23 11:13:25,en,,0.0,2.0,,Kalim Khan,One Day Life of a Lion is better than hundred Year Life of a Jackle.......,268.0,420.0,111.0,31.0,0.0,False,,,@KalimKhaan
"Indian media no 1 for sale the hates 

#IndianJokerMedia https://t.co/6j3EGUIIHE",2020-10-23 11:13:24,en,,3.0,8.0,,Engr Tayyab Bukhari,,726.0,47.0,255.0,166.0,0.0,False,,,@EngrTayyabBukh1
"#IndianJokerMedia

The fake news phenomenon hit its climax with Indian media headlines screaming “Pak Civil War: Clashes Between Pak Army &amp; Police Results In 2 Casualities”; “3 dead, 15 injured in Karachi blast as ‘civil war’ like situation emerges in Pakistan” and “Pakistan",2020-10-23 11:13:21,en,,0.0,3.0,,Shaoib Albaloch,pakistan zindabad,950.0,724.0,36.0,37.0,0.0,False,,,@AlbalochShaoib
"The Pakistani Twitter community had a field day mocking and ridiculing Indian media after it was discovered that even established media outlets across the border had been peddling fake news about an imaginary civil war in Karachi.

 #IndianJokerMedia",2020-10-23 11:13:03,en,,1.0,4.0,,🌸 αηηα 🌸,"#Muslim ❤️ #Kashmiri 
Life has got all those twists and turns. You've got to hold on tight and off you go #LOVE PAK ARMY 🇵🇰",2572.0,201.0,252.0,242.0,0.0,False,,,@Z_07__
@BBCWorld Let Indian media run like this. They will dive with the remaining credibility they have,2020-10-23 11:12:54,en,,5.0,0.0,@BBCWorld,Abidul Islam,"Freelance Commentator on International Conflicts and Relations, Head of @tpceye, RT's are strictly personal. 🇧🇩",17566.0,14165.0,2635.0,299.0,3.0,False,,,@abidul__islam
"#IndianJokerMedia
@AftabAftabaffi 
@ThePakWarriors 
Indian media always plan to malign minorities and spread fake propaganda against them. It happened recently when they blamed Muslim Tableeghi group in spread of virus. Which proved fake. https://t.co/duwsUZZifh",2020-10-23 11:12:52,en,,1.0,1.0,,Aftab Ahmad,,5025.0,8769.0,256.0,159.0,0.0,False,,,@AftabAftabaffi
"Viral footage and news stories were widely shared by the Indian media purportedly showing a civil war like situation in Karachi between the army and Sindh’s police force.
 #IndianJokerMedia",2020-10-23 11:12:36,en,,2.0,6.0,,🌸 αηηα 🌸,"#Muslim ❤️ #Kashmiri 
Life has got all those twists and turns. You've got to hold on tight and off you go #LOVE PAK ARMY 🇵🇰",2572.0,201.0,252.0,242.0,0.0,False,,,@Z_07__
"#IndianJokerMedia

Indian media is a stack of garbage and rubbish. 
@__SaraCh https://t.co/XkRAdquArm",2020-10-23 11:12:27,en,,2.0,11.0,,Sara Chaudhry...,___ @Imrankhanpti,21411.0,4669.0,1433.0,1453.0,0.0,False,,,@__SaraCh
"Indian media is the biggest false media in the world. Indian media has always tried to spread propaganda and negative news against one country or another.

#IndianJokerMedia
@SaraikyChokra 
@TeamPakWarrior",2020-10-23 11:12:26,en,,2.0,4.0,,Maaz Arshad,I am proud to be a Muslim and a Pakistani🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰,1172.0,101.0,579.0,528.0,0.0,False,,,@Ranamaazarshad
"The Express Tribune analysed the footage and found it to be fake as the Indian media was quick to peddle its propaganda about the situation on the ground in the coastal city.
 #IndianJokerMedia",2020-10-23 11:12:26,en,,1.0,3.0,,🌸 αηηα 🌸,"#Muslim ❤️ #Kashmiri 
Life has got all those twists and turns. You've got to hold on tight and off you go #LOVE PAK ARMY 🇵🇰",2572.0,201.0,252.0,242.0,0.0,False,,,@Z_07__
"#IndianJokerMedia

Even non-Pakistanis couldn't help but call out the Indian media for spreading lies. https://t.co/UQMP1Rk41C",2020-10-23 11:12:00,en,,2.0,8.0,,Hina (Pakistan Zindabad),"❤Alhamdulillah for Everything❤

@TeamPakWarrior",55077.0,6593.0,3311.0,2671.0,2.0,False,,,@hina_hp
"@arnabofficial9 Hahaha look who is saying the idiot of indian media , if he leads media what u can think about follower?",2020-10-23 11:11:42,en,,0.0,0.0,@arnabofficial9,SAM,"Bridge Engineer...
History and politics lover...
poetry lover...",4121.0,203.0,1073.0,773.0,0.0,False,,,@QasimZaheer3
"The Indian media has been running its foolish desire to spread the news that clashes have broken out between the two sides in Karachi. The Indian media has broken its own record of false propaganda against Pakistan.
#IndianJokerMedia
@TeamPakWarrior",2020-10-23 11:11:19,en,,0.0,1.0,,Maaz Arshad,I am proud to be a Muslim and a Pakistani🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰,1172.0,101.0,579.0,528.0,0.0,False,,,@Ranamaazarshad
"#IndianJokerMedia
In an abortive attempt to create diversion from Narendra Modi’s human rights abuses in Kashmir, the Indian media went berserk by propagating fake news about a “civil war” 
@Im_NJA https://t.co/7e7OjAJGXN",2020-10-23 11:11:01,en,PK,2.0,5.0,,NåJééb Ahméd🖤🇹🇷🇵🇰,"#WeAreEnglandCricket 🇬🇧💯🖤
Admin @TheTeamPatriot 🇵🇰⚔️
#HospitalityManagmentStudent🎓👔👕🕶✍ #Pithmian✌🏻
#Libra ⚖ 
Live your Life as you'll die tomarrow!!",15317.0,4534.0,1231.0,938.0,1.0,False,,,@Im_NJA
"#IndianJokerMedia
Indian media is a dirt on press and media ethnics.",2020-10-23 11:10:56,en,,0.0,1.0,,Kalim Khan,One Day Life of a Lion is better than hundred Year Life of a Jackle.......,268.0,420.0,111.0,31.0,0.0,False,,,@KalimKhaan
"Indian media think they can fool the world by spreading lies. 

 #IndianJokerMedia https://t.co/BVso737Wth",2020-10-23 11:10:48,en,,0.0,0.0,,Fatima Naqvi,"🎤🎶📷🎨🖌️🗿💄♌
I Follow 🔙",236.0,9.0,59.0,42.0,0.0,False,,,@fatimanaqvi1218
"#IndianJokerMedia
In an abortive attempt to create diversion from Narendra Modi’s human rights abuses in Kashmir, the Indian media went berserk by propagating fake news about a “civil war” like situation in Karachi, 
@TeamBhatti 
@ThePakWarriors 
@AliIrfan_4 
@Arifsawabi https://t.co/ZOVW6bgK6g",2020-10-23 11:10:47,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"#IndianJokerMedia

There always been fake, exaggerated and discremental reporting by Indian media. 

@__SaraCh 
#PakistanDeserveWhitelist https://t.co/HJ65c8kLor",2020-10-23 11:10:43,en,,2.0,5.0,,Sara Chaudhry...,___ @Imrankhanpti,21411.0,4669.0,1433.0,1453.0,0.0,False,,,@__SaraCh
"#IndianJokerMedia
It's better to watch Tom &amp;and Jerry than to watch Indian media. 

@__SaraCh https://t.co/WNl0yoyhxX",2020-10-23 11:10:35,en,,1.0,5.0,,Sara Chaudhry...,___ @Imrankhanpti,21411.0,4669.0,1433.0,1453.0,0.0,False,,,@__SaraCh
"#IndianJokerMedia
In addition, many social media users are making and sharing memes on this stupid move of the Indian media.
@ThePakWarriors 
@TeamBhatti 
@AliIrfan_4 
@Arifsawabi https://t.co/HmJP1eNRkR",2020-10-23 11:10:30,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"Indian media is notorious for serving extremists 

#IndianJokerMedia https://t.co/qZ6Dp1sAEx",2020-10-23 11:10:24,en,,3.0,3.0,,Shaista_Faisal,"‏‏Muslim, Pakistan
پاکستان حضرت صالح علیہ السلام کی اونٹنی کی مانند ھے جو اس کی لیے برا سوچے گا بھی وہ برباد ھو جاے گا ۔ تاریخ گواہ ھے۔
DM means BLOCK",12490.0,5221.0,2280.0,15279.0,11.0,False,,,@ShaistaFaisal_
"#IndianJokerMedia
Pakistani lawyer Reema Omar said that Indian media is presenting fiction as news.
@ThePakWarriors
@TeamBhatti
@AliIrfan_4
@Arifsawabi https://t.co/RzPsZB7EgN",2020-10-23 11:10:01,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"No one can produce fake news better then indian media

 #IndianJokerMedia https://t.co/8HaW8f8Im1",2020-10-23 11:09:53,en,,0.0,3.0,,Engr Tayyab Bukhari,,726.0,47.0,255.0,166.0,0.0,False,,,@EngrTayyabBukh1
"#IndianJokerMedia
Indian media is also engaged in anti-Pakistan propaganda on Corona virus

Another journalist, Mubashir Zaidi, jokingly referred to shops in Karachi known as two Indian cities and said that the situation at these shops was serious.
@TeamBhatti
@Arifsawabi https://t.co/D6SS07pMWF",2020-10-23 11:09:46,en,,1.0,6.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"#IndianJokerMedia
Perhaps getting a little carried away by the goings-on in Pakistan's biggest port city, Indian media manufactured an entire civil war complete with pitched gun battles between rival forces, 
@TeamBhatti 
@Ra_Anila 
@PTIoo7 
@scientist1122 
@m_st07 
@Wa_q_s https://t.co/gbUgehUFTO",2020-10-23 11:09:39,en,,3.0,7.0,,Anila,"@PatriotsOffice
@ThePakWarriors",23096.0,2755.0,886.0,924.0,0.0,False,,,@Ra_Anila
"#IndianJokerMedia
On social media, Pakistani journalist Talat Aslam mocked the Indian media, saying that the closest thing to the Civil War in Karachi is the Civil Lines Police Station and the Artillery Field Police Station, which is visible from the window of my house. Comes. https://t.co/eOG3G8tmCY",2020-10-23 11:09:32,en,,2.0,7.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"#IndianJokerMedia
Viral footage and news stories were widely shared by the Indian media purportedly showing a civil war like situation in Karachi between the army and Sindh’s police force
@Im_NJA https://t.co/Q40A9AnKdX",2020-10-23 11:09:08,en,PK,1.0,11.0,,NåJééb Ahméd🖤🇹🇷🇵🇰,"#WeAreEnglandCricket 🇬🇧💯🖤
Admin @TheTeamPatriot 🇵🇰⚔️
#HospitalityManagmentStudent🎓👔👕🕶✍ #Pithmian✌🏻
#Libra ⚖ 
Live your Life as you'll die tomarrow!!",15317.0,4534.0,1231.0,938.0,1.0,False,,,@Im_NJA
"Indian media is give 70 % fake news 
International media

 #IndianJokerMedia https://t.co/Gm3p5zffHn",2020-10-23 11:09:00,en,,0.0,9.0,,Engr Tayyab Bukhari,,726.0,47.0,255.0,166.0,0.0,False,,,@EngrTayyabBukh1
"#IndianJokerMedia
Interestingly, on the one hand, there is no area in Karachi called 'Gulshan Bagh', and how could it happen because'Gulshan' and 'Bagh' have the same meaning, that is why such a stupid name is biased.Only the Indian media could understand.
@TeamBhatti
@Arifsawabi https://t.co/fX3CFzXSW3",2020-10-23 11:08:59,en,,1.0,7.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
"#IndianJokerMedia
Established Indian news channel CNN News 18 claimed that the army had taken over all police stations in Karachi. 

@TeamOfPatriot 
@ThePakWarriors https://t.co/90XEgfBwvh",2020-10-23 11:08:56,en,,4.0,25.0,,Tahira Qureshi,,8681.0,5112.0,1483.0,1471.0,0.0,False,,,@THQUR16
"#FalseIndianMedia

Needless to say that Indian media continues to hit new lows,” he said, when asked to respond over the series of fake news flashed as breaking news across the Indian media about a “civil war in Pakistan”.
@ZeEshuBhAtti786 https://t.co/9Trr0m5SnH",2020-10-23 11:08:55,en,,4.0,6.0,,Zeeshu Bhatti,"‏‏‏Biomedical Engineer♈
‎‎‎#first_impression_challenge🤠
- 🌸🐾 || 

دل ڈھونڈتا ہے محض وہی عکس ہر جگہ ہر لمحہ🖤🥀

Mr. 🇦​🇧​🇨​🇩​",3934.0,26575.0,2623.0,748.0,0.0,False,,,@ZeEshuBhAtti786
"#IndianJokerMedia
Recent series of events in Pakistan which include, two blasts, arrest of retired Captain Safdar, opposition rally and report about IGP police abduction, made indian media gave it their own angle by declaring it a ‘Civil war in Pakistan’. https://t.co/ddTXfLsO4R",2020-10-23 11:08:53,en,,0.0,2.0,,KS,"Bio. #PTI #IK 
@D_insafians 
@PatriotsOffice",23767.0,1617.0,3810.0,4792.0,6.0,False,,,@drkshahzad
"#IndianJokerMedia
Turkish President is conspiring with Pakistan against India, Indian media
@ThePakWarriors 
@TeamBhatti 
@Arifsawabi 
@AliIrfan_3 https://t.co/L7UjM0besj",2020-10-23 11:08:47,en,,1.0,7.0,,عارف,,26761.0,5162.0,1175.0,1016.0,0.0,False,,,@Arifsawabi
